movieId,title,genres,imdbId,movieIndex
53,Lamerica (1994),Adventure|Drama,tt0110299,5589
54,"Big Green, The (1995)",Children|Comedy,tt0112499,3009
55,Georgia (1995),Drama,tt0113158,2614
56,Kids of the Round Table (1995),Adventure|Children|Fantasy,tt0113541,9700
57,Home for the Holidays (1995),Drama,tt0113321,1559
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,tt0110877,218
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,tt0112714,4489
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,tt0113419,848
61,Eye for an Eye (1996),Drama|Thriller,tt0116260,1456
62,Mr. Holland's Opus (1995),Drama,tt0113862,136
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,tt0116126,1670
64,Two if by Sea (1996),Comedy|Romance,tt0118002,2292
65,Bio-Dome (1996),Comedy,tt0115683,1555
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,tt0116839,2820
67,Two Bits (1995),Drama,tt0114753,5108
68,French Twist (Gazon maudit) (1995),Comedy|Romance,tt0113149,2059
69,Friday (1995),Comedy,tt0113118,947
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,tt0116367,446
71,Fair Game (1995),Action,tt0113010,3590
72,Kicking and Screaming (1995),Comedy|Drama,tt0113537,2308
73,"Misérables, Les (1995)",Drama|War,tt0113828,979
74,Bed of Roses (1996),Drama|Romance,tt0115644,1149
75,Big Bully (1996),Comedy|Drama,tt0115676,4544
76,Screamers (1995),Action|Sci-Fi|Thriller,tt0114367,1519
77,Nico Icon (1995),Documentary,tt0113973,5603
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,tt0112744,2699
79,"Juror, The (1996)",Drama|Thriller,tt0116731,940
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,tt0112445,2867
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,tt0114660,1377
82,Antonia's Line (Antonia) (1995),Comedy|Drama,tt0112379,1017
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,tt0114039,2695
84,Last Summer in the Hamptons (1995),Comedy|Drama,tt0113612,5914
85,Angels and Insects (1995),Drama|Romance,tt0112365,1269
86,White Squall (1996),Action|Adventure|Drama,tt0118158,909
87,Dunston Checks In (1996),Children|Comedy,tt0116151,4154
88,Black Sheep (1996),Comedy,tt0115697,1083
89,Nick of Time (1995),Action|Thriller,tt0113972,1630
90,"Journey of August King, The (1995)",Drama,tt0113490,4885
92,Mary Reilly (1996),Drama|Horror|Thriller,tt0117002,2132
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,tt0114825,2803
94,Beautiful Girls (1996),Comedy|Drama|Romance,tt0115639,1064
95,Broken Arrow (1996),Action|Adventure|Thriller,tt0115759,260
96,In the Bleak Midwinter (1995),Comedy|Drama,tt0113403,2914
97,"Hate (Haine, La) (1995)",Crime|Drama,tt0113247,1416
98,Shopping (1994),Action|Thriller,tt0111173,9512
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,tt0113283,2957
100,City Hall (1996),Drama|Thriller,tt0115907,1217
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,tt0115734,982
102,Mr. Wrong (1996),Comedy,tt0117102,2941
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,tt0118040,2372
104,Happy Gilmore (1996),Comedy,tt0116483,237
105,"Bridges of Madison County, The (1995)",Drama|Romance,tt0112579,422
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,tt0110251,5970
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,tt0117110,779
108,Catwalk (1996),Documentary,tt0112646,6141
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,tt0113276,13042
110,Braveheart (1995),Action|Drama|War,tt0112573,9
111,Taxi Driver (1976),Crime|Drama|Thriller,tt0075314,68
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,tt0113326,353
113,Before and After (1996),Drama|Mystery,tt0115645,2733
114,Margaret's Museum (1995),Drama,tt0113774,4683
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,tt0112556,8252
116,Anne Frank Remembered (1995),Documentary,tt0112373,1810
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,tt0115033,2062
118,If Lucy Fell (1996),Comedy|Romance,tt0116606,2729
119,"Steal Big, Steal Little (1995)",Comedy,tt0114536,5814
120,Race the Sun (1996),Adventure|Comedy|Drama,tt0117427,6685
121,"Boys of St. Vincent, The (1992)",Drama,tt0106473,2321
122,Boomerang (1992),Comedy|Romance,tt0103859,1710
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,tt0109424,1336
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,tt0114808,3671
125,Flirting With Disaster (1996),Comedy,tt0116324,1084
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,tt0110647,3245
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,tt0111055,9509
128,Jupiter's Wife (1994),Documentary,tt0110217,7763
129,Pie in the Sky (1996),Comedy|Romance,tt0114131,5613
130,Angela (1995),Drama,tt0112364,10275
131,Frankie Starlight (1995),Drama|Romance,tt0113107,5635
132,Jade (1995),Thriller,tt0113451,2331
133,Nueba Yol (1995),Comedy|Drama,tt0114015,11229
134,Sonic Outlaws (1995),Documentary,tt0114500,8452
135,Down Periscope (1996),Comedy,tt0116130,950
136,From the Journals of Jean Seberg (1995),Documentary,tt0113125,6526
137,Man of the Year (1995),Documentary,tt0113756,4721
138,"Neon Bible, The (1995)",Drama,tt0113952,6039
139,Target (1995),Action|Drama,tt0114618,8623
140,Up Close and Personal (1996),Drama|Romance,tt0118055,882
141,"Birdcage, The (1996)",Comedy,tt0115685,150
142,Shadows (Cienie) (1988),Drama,tt0094878,8141
144,"Brothers McMullen, The (1995)",Comedy,tt0112585,898
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,tt0112442,425
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,tt0112342,3725
147,"Basketball Diaries, The (1995)",Drama,tt0112461,964
148,"Awfully Big Adventure, An (1995)",Drama,tt0112427,4989
149,Amateur (1994),Crime|Drama|Thriller,tt0109093,2031
150,Apollo 13 (1995),Adventure|Drama|IMAX,tt0112384,21
151,Rob Roy (1995),Action|Drama|Romance|War,tt0114287,293
152,"Addiction, The (1995)",Drama|Horror,tt0112288,3660
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,tt0112462,216
154,Beauty of the Day (Belle de jour) (1967),Drama,tt0061395,1121
155,Beyond Rangoon (1995),Adventure|Drama|War,tt0112495,2108
156,Blue in the Face (1995),Comedy|Drama,tt0112541,1635
157,Canadian Bacon (1995),Comedy|War,tt0109370,2270
158,Casper (1995),Adventure|Children,tt0112642,545
159,Clockers (1995),Crime|Drama|Mystery,tt0112688,1585
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,tt0112715,768
161,Crimson Tide (1995),Drama|Thriller|War,tt0112740,87
162,Crumb (1994),Documentary,tt0109508,543
163,Desperado (1995),Action|Romance|Western,tt0112851,295
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,tt0112857,1013
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,tt0112864,70
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,tt0112887,4314
167,Feast of July (1995),Drama,tt0113044,7528
168,First Knight (1995),Action|Drama|Romance,tt0113071,427
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,tt0113114,2021
170,Hackers (1995),Action|Adventure|Crime|Thriller,tt0113243,719
171,Jeffrey (1995),Comedy|Drama,tt0113464,1802
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,tt0113481,754
173,Judge Dredd (1995),Action|Crime|Sci-Fi,tt0113492,836
174,Jury Duty (1995),Comedy,tt0113500,2587
175,Kids (1995),Drama,tt0113540,879
176,Living in Oblivion (1995),Comedy,tt0113677,1309
177,Lord of Illusions (1995),Horror,tt0113690,2084
178,Love & Human Remains (1993),Comedy|Drama,tt0107447,3408
179,Mad Love (1995),Drama|Romance,tt0113729,2977
180,Mallrats (1995),Comedy|Romance,tt0113749,537
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,tt0113820,2996
182,Moonlight and Valentino (1995),Drama|Romance,tt0113851,3610
183,Mute Witness (1994),Comedy|Horror|Thriller,tt0110604,3050
184,Nadja (1994),Drama,tt0110620,4747
185,"Net, The (1995)",Action|Crime|Thriller,tt0113957,211
186,Nine Months (1995),Comedy|Romance,tt0113986,637
187,Party Girl (1995),Comedy,tt0114095,2901
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,tt0114194,1582
189,Reckless (1995),Comedy|Fantasy,tt0114241,5547
190,Safe (1995),Thriller,tt0114323,2853
191,"Scarlet Letter, The (1995)",Drama|Romance,tt0114345,2618
192,"Show, The (1995)",Documentary,tt0114435,7523
193,Showgirls (1995),Drama,tt0114436,1428
194,Smoke (1995),Comedy|Drama,tt0114478,549
195,Something to Talk About (1995),Comedy|Drama|Romance,tt0114496,1563
196,Species (1995),Horror|Sci-Fi,tt0114508,649
197,"Stars Fell on Henrietta, The (1995)",Drama,tt0114534,7842
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,tt0114558,526
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,tt0058450,1861
200,"Tie That Binds, The (1995)",Thriller,tt0114666,5371
201,Three Wishes (1995),Drama|Fantasy,tt0114663,4346
202,Total Eclipse (1995),Drama|Romance,tt0114702,4650
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,tt0114682,917
204,Under Siege 2: Dark Territory (1995),Action,tt0114781,713
205,Unstrung Heroes (1995),Comedy|Drama,tt0114798,2080
206,Unzipped (1995),Documentary,tt0114805,2322
207,"Walk in the Clouds, A (1995)",Drama|Romance,tt0114887,761
208,Waterworld (1995),Action|Adventure|Sci-Fi,tt0114898,272
209,White Man's Burden (1995),Drama,tt0114928,3984
210,Wild Bill (1995),Western,tt0114938,5243
211,"Browning Version, The (1994)",Drama,tt0109340,2898
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,tt0112602,5088
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,tt0111579,1282
214,Before the Rain (Pred dozhdot) (1994),Drama|War,tt0110882,1899
215,Before Sunrise (1995),Drama|Romance,tt0112471,775
216,Billy Madison (1995),Comedy,tt0112508,622
217,"Babysitter, The (1995)",Drama|Thriller,tt0112438,3221
218,Boys on the Side (1995),Comedy|Drama,tt0112571,1040
219,"Cure, The (1995)",Drama,tt0112757,2584
220,Castle Freak (1995),Horror,tt0112643,6771
222,Circle of Friends (1995),Drama|Romance,tt0112679,646
223,Clerks (1994),Comedy,tt0109445,94
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,tt0112883,505
225,Disclosure (1994),Drama|Thriller,tt0109635,355
226,Dream Man (1995),Thriller,tt0112899,10311
227,Drop Zone (1994),Action|Thriller,tt0109676,1185
228,Destiny Turns on the Radio (1995),Comedy,tt0112854,4641
229,Death and the Maiden (1994),Drama|Thriller,tt0109579,1431
230,Dolores Claiborne (1995),Drama|Thriller,tt0109642,529
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,tt0109686,171
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,tt0111797,448
233,Exotica (1994),Drama,tt0109759,1085
234,Exit to Eden (1994),Comedy,tt0109758,1883
235,Ed Wood (1994),Comedy|Drama,tt0109707,219
236,French Kiss (1995),Action|Comedy|Romance,tt0113117,377
237,Forget Paris (1995),Comedy|Romance,tt0113097,809
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,tt0113028,2710
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,tt0113198,1515
240,Hideaway (1995),Thriller,tt0113303,3572
241,Fluke (1995),Children|Drama,tt0113089,3796
242,Farinelli: il castrato (1994),Drama|Musical,tt0109771,2304
243,Gordy (1995),Children|Comedy|Fantasy,tt0113199,4731
244,Gumby: The Movie (1995),Animation|Children,tt0113234,6358
245,"Glass Shield, The (1994)",Crime|Drama,tt0109906,6082
246,Hoop Dreams (1994),Documentary,tt0110057,251
247,Heavenly Creatures (1994),Crime|Drama,tt0110005,457
248,Houseguest (1994),Comedy,tt0110066,1596
249,Immortal Beloved (1994),Drama|Romance,tt0110116,776
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,tt0110006,3249
251,"Hunted, The (1995)",Action,tt0113360,4434
252,I.Q. (1994),Comedy|Romance,tt0110099,555
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,tt0110148,112
254,Jefferson in Paris (1995),Drama,tt0113463,4269
255,"Jerky Boys, The (1995)",Comedy,tt0110189,4079
256,Junior (1994),Comedy|Sci-Fi,tt0110216,896
257,Just Cause (1995),Mystery|Thriller,tt0113501,1012
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,tt0113538,2609
259,Kiss of Death (1995),Crime|Drama|Thriller,tt0113552,2187
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,tt0076759,8
261,Little Women (1994),Drama,tt0110367,304
262,"Little Princess, A (1995)",Children|Drama,tt0113670,745
263,Ladybird Ladybird (1994),Drama,tt0110296,3274
264,"Enfer, L' (1994)",Drama,tt0109731,5929
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,tt0103994,212
266,Legends of the Fall (1994),Drama|Romance|War|Western,tt0110322,217
267,Major Payne (1995),Comedy,tt0110443,1407
268,Little Odessa (1994),Crime|Drama,tt0110365,3333
269,My Crazy Life (Mi vida loca) (1993),Drama,tt0107566,3070
270,Love Affair (1994),Drama|Romance,tt0110391,2287
271,Losing Isaiah (1995),Drama,tt0113691,2131
272,"Madness of King George, The (1994)",Comedy|Drama,tt0110428,407
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,tt0109836,796
274,Man of the House (1995),Comedy,tt0113755,2846
275,Mixed Nuts (1994),Comedy,tt0110538,3020
276,Milk Money (1994),Comedy|Romance,tt0110516,1141
277,Miracle on 34th Street (1994),Drama,tt0110527,393
278,Miami Rhapsody (1995),Comedy,tt0113808,3038
279,My Family (1995),Drama,tt0113896,2057
280,Murder in the First (1995),Drama|Thriller,tt0113870,651
281,Nobody's Fool (1994),Comedy|Drama|Romance,tt0110684,901
282,Nell (1994),Drama,tt0110638,330
283,New Jersey Drive (1995),Crime|Drama,tt0113967,5377
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,tt0117169,9420
285,Beyond Bedlam (1993),Drama|Horror,tt0106402,8199
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,tt0113948,8713
287,Nina Takes a Lover (1994),Comedy|Romance,tt0110671,4210
288,Natural Born Killers (1994),Action|Crime|Thriller,tt0110632,190
289,Only You (1994),Comedy|Romance,tt0110737,1279
290,Once Were Warriors (1994),Crime|Drama,tt0110729,752
291,Poison Ivy II (1996),Drama|Thriller,tt0114151,5129
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,tt0114069,130
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,tt0110413,67
294,"Perez Family, The (1995)",Comedy|Romance,tt0114113,2824
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,tt0114210,4737
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,tt0110912,4
297,Panther (1995),Drama,tt0114084,4708
298,Pushing Hands (Tui shou) (1992),Drama,tt0105652,4716
299,Priest (1994),Drama,tt0110889,1095
300,Quiz Show (1994),Drama,tt0110932,143
301,Picture Bride (Bijo photo) (1994),Drama|Romance,tt0114129,3303
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,tt0110963,1610
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,tt0114214,999
304,Roommates (1995),Comedy|Drama,tt0114296,3041
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,tt0110907,1925
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,tt0111495,380
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,tt0108394,450
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,tt0111507,614
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,tt0110769,3150
310,Rent-a-Kid (1995),Comedy,tt0114268,5451
311,Relative Fear (1994),Horror|Thriller,tt0110965,7838
312,Stuart Saves His Family (1995),Comedy,tt0114571,3082
313,"Swan Princess, The (1994)",Animation|Children,tt0111333,2624
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,tt0111112,785
315,"Specialist, The (1994)",Action|Drama|Thriller,tt0111255,621
316,Stargate (1994),Action|Adventure|Sci-Fi,tt0111282,106
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,tt0111070,347
318,"Shawshank Redemption, The (1994)",Crime|Drama,tt0111161,3
319,Shallow Grave (1994),Comedy|Drama|Thriller,tt0111149,489
320,Suture (1993),Film-Noir|Thriller,tt0108260,4511
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,tt0106966,2092
322,Swimming with Sharks (1995),Comedy|Drama,tt0114594,1254
324,"Sum of Us, The (1994)",Comedy|Drama,tt0111309,3251
325,National Lampoon's Senior Trip (1995),Comedy,tt0113936,3270
326,To Live (Huozhe) (1994),Drama,tt0110081,1570
327,Tank Girl (1995),Action|Comedy|Sci-Fi,tt0114614,928
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,tt0114608,1611
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,tt0111280,144
330,Tales from the Hood (1995),Action|Crime|Horror,tt0114609,2579
331,Tom & Viv (1994),Drama,tt0111454,3363
332,Village of the Damned (1995),Horror|Sci-Fi,tt0114852,2528
333,Tommy Boy (1995),Comedy,tt0114694,429
334,Vanya on 42nd Street (1994),Drama,tt0111590,1603
335,Underneath (1995),Mystery|Thriller,tt0114788,4607
336,"Walking Dead, The (1995)",Drama|War,tt0114888,5544
337,What's Eating Gilbert Grape (1993),Drama,tt0108550,169
338,Virtuosity (1995),Action|Sci-Fi|Thriller,tt0114857,1303
339,While You Were Sleeping (1995),Comedy|Romance,tt0114924,132
340,"War, The (1994)",Adventure|Drama|War,tt0111667,1995
341,Double Happiness (1994),Drama,tt0109655,3468
342,Muriel's Wedding (1994),Comedy,tt0110598,308
343,"Baby-Sitters Club, The (1995)",Children,tt0112435,3489
344,Ace Ventura: Pet Detective (1994),Comedy,tt0109040,124
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,tt0109045,323
346,Backbeat (1993),Drama|Musical,tt0106339,2944
347,Bitter Moon (1992),Drama|Film-Noir|Romance,tt0104779,1862
348,Bullets Over Broadway (1994),Comedy,tt0109348,431
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,tt0109444,63
350,"Client, The (1994)",Drama|Mystery|Thriller,tt0109446,243
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,tt0109484,1197
352,Crooklyn (1994),Comedy|Drama,tt0109504,2361
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,tt0109506,259
354,Cobb (1994),Drama,tt0109450,2808
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,tt0109813,1397
356,Forrest Gump (1994),Comedy|Drama|Romance|War,tt0109830,6
357,Four Weddings and a Funeral (1994),Comedy|Romance,tt0109831,77
358,Higher Learning (1995),Drama,tt0113305,1689
359,I Like It Like That (1994),Comedy|Drama|Romance,tt0110091,4794
360,I Love Trouble (1994),Action|Comedy,tt0110093,2634
361,It Could Happen to You (1994),Comedy|Drama|Romance,tt0110167,984
362,"Jungle Book, The (1994)",Adventure|Children|Romance,tt0110213,533
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,tt0107472,2761
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,tt0110357,33
365,Little Buddha (1993),Drama,tt0107426,2010
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,tt0111686,1943
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,tt0110475,123
368,Maverick (1994),Adventure|Comedy|Western,tt0110478,263
369,Mrs. Parker and the Vicious Circle (1994),Drama,tt0110588,2539
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,tt0110622,481
371,"Paper, The (1994)",Comedy|Drama,tt0110771,1178
372,Reality Bites (1994),Comedy|Drama|Romance,tt0110950,742
373,Red Rock West (1992),Thriller,tt0105226,991
374,Richie Rich (1994),Children|Comedy,tt0110989,1947
375,Safe Passage (1994),Drama,tt0111054,4761
376,"River Wild, The (1994)",Action|Thriller,tt0110997,445
377,Speed (1994),Action|Romance|Thriller,tt0111257,42
378,Speechless (1994),Comedy|Romance,tt0111256,1853
379,Timecop (1994),Action|Sci-Fi|Thriller,tt0111438,1521
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,tt0111503,40
381,When a Man Loves a Woman (1994),Drama|Romance,tt0111693,826
382,Wolf (1994),Drama|Horror|Romance|Thriller,tt0111742,1249
383,Wyatt Earp (1994),Western,tt0111756,1132
384,Bad Company (1995),Action|Crime|Drama,tt0112443,3586
385,"Man of No Importance, A (1994)",Drama,tt0110455,5807
386,S.F.W. (1994),Drama,tt0111048,6034
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,tt0110399,4584
388,Boys Life (1995),Drama,tt0112570,3427
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,tt0109454,4945
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,tt0059170,3377
391,Jason's Lyric (1994),Crime|Drama,tt0110186,4040
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,tt0108069,4559
393,Street Fighter (1994),Action|Adventure|Fantasy,tt0111301,4520
394,Coldblooded (1995),Comedy,tt0112702,6602
395,Desert Winds (1995),Drama|Fantasy|Romance,tt0112849,15204
396,Fall Time (1995),Drama,tt0113014,15203
397,"Fear, The (1995)",Horror,tt0113043,8551
398,Frank and Ollie (1995),Documentary,tt0113104,8542
400,Homage (1995),Drama,tt0113319,15200
401,Mirage (1995),Action|Thriller,tt0113827,11209
402,Open Season (1996),Comedy,tt0114047,7834
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,tt0109339,6413
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,tt0110027,1905
406,Federal Hill (1994),Drama,tt0109785,8544
407,In the Mouth of Madness (1995),Horror|Thriller,tt0113409,2225
408,8 Seconds (1994),Drama,tt0109021,3306
409,Above the Rim (1994),Crime|Drama,tt0109035,4568
410,Addams Family Values (1993),Children|Comedy|Fantasy,tt0106220,419
411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,tt0111804,7751
412,"Age of Innocence, The (1993)",Drama,tt0106226,920
413,Airheads (1994),Comedy,tt0109068,1305
414,"Air Up There, The (1994)",Comedy,tt0109067,4665
415,Another Stakeout (1993),Comedy|Thriller,tt0106292,2102
416,Bad Girls (1994),Western,tt0109198,2826
417,Barcelona (1994),Comedy|Romance,tt0109219,1175
418,Being Human (1993),Drama,tt0106379,3945
419,"Beverly Hillbillies, The (1993)",Comedy,tt0106400,1906
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,tt0109254,681
421,Black Beauty (1994),Adventure|Children|Drama,tt0109279,1814
422,Blink (1994),Thriller,tt0109297,2474
423,Blown Away (1994),Action|Thriller,tt0109303,2466
424,Blue Chips (1994),Drama,tt0109305,5928
425,Blue Sky (1994),Drama|Romance,tt0109306,2773
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,tt0106452,1490
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,tt0106471,1958
428,"Bronx Tale, A (1993)",Drama,tt0106489,736
429,Cabin Boy (1994),Comedy,tt0109361,4232
